track_n,line,lyric,track_title,album
1,1,He said the way my blue eyes shined,Tim McGraw,Taylor Swift
1,2,Put those Georgia stars to shame that night,Tim McGraw,Taylor Swift
1,3,"I said, ""That's a lie""Just a boy in a Chevy truck",Tim McGraw,Taylor Swift
1,4,That had a tendency of gettin' stuck,Tim McGraw,Taylor Swift
1,5,On backroads at night,Tim McGraw,Taylor Swift
1,6,And I was right there beside him all summer long,Tim McGraw,Taylor Swift
1,7,And then the time we woke up to find that summer gone,Tim McGraw,Taylor Swift
1,8,But when you think Tim McGraw,Tim McGraw,Taylor Swift
1,9,I hope you think my favorite song,Tim McGraw,Taylor Swift
1,10,The one we danced to all night long,Tim McGraw,Taylor Swift
1,11,The moon like a spotlight on the lake,Tim McGraw,Taylor Swift
1,12,When you think happiness,Tim McGraw,Taylor Swift
1,13,I hope you think that little black dress,Tim McGraw,Taylor Swift
1,14,Think of my head on your chest,Tim McGraw,Taylor Swift
1,15,And my old faded blue jeans,Tim McGraw,Taylor Swift
1,16,When you think Tim McGraw,Tim McGraw,Taylor Swift
1,17,I hope you think of me,Tim McGraw,Taylor Swift
1,18,September saw a month of tears,Tim McGraw,Taylor Swift
1,19,And thankin' God that you weren't here,Tim McGraw,Taylor Swift
1,20,To see me like that,Tim McGraw,Taylor Swift
1,21,But in a box beneath my bed,Tim McGraw,Taylor Swift
1,22,Is a letter that you never read,Tim McGraw,Taylor Swift
1,23,From three summers back,Tim McGraw,Taylor Swift
1,24,It's hard not to find it all a little bittersweet,Tim McGraw,Taylor Swift
1,25,"And lookin' back on all of that, it's nice to believe",Tim McGraw,Taylor Swift
1,26,When you think Tim McGraw,Tim McGraw,Taylor Swift
1,27,I hope you think my favorite song,Tim McGraw,Taylor Swift
1,28,The one we danced to all night long,Tim McGraw,Taylor Swift
1,29,The moon like a spotlight on the lake,Tim McGraw,Taylor Swift
1,30,When you think happiness,Tim McGraw,Taylor Swift
1,31,I hope you think that little black dress,Tim McGraw,Taylor Swift
1,32,Think of my head on your chest,Tim McGraw,Taylor Swift
1,33,And my old faded blue jeans,Tim McGraw,Taylor Swift
1,34,When you think Tim McGraw,Tim McGraw,Taylor Swift
1,35,I hope you think of me,Tim McGraw,Taylor Swift
1,36,And I'm back for the first time since then,Tim McGraw,Taylor Swift
1,37,I'm standin' on your street,Tim McGraw,Taylor Swift
1,38,And there's a letter left on your doorstep,Tim McGraw,Taylor Swift
1,39,"And the first thing that you'll read is:""When you think Tim McGraw",Tim McGraw,Taylor Swift
1,40,I hope you think my favorite song,Tim McGraw,Taylor Swift
1,41,Someday you'll turn your radio on,Tim McGraw,Taylor Swift
1,42,"I hope it takes you back to that place""",Tim McGraw,Taylor Swift
1,43,When you think happiness,Tim McGraw,Taylor Swift
1,44,I hope you think that little black dress,Tim McGraw,Taylor Swift
1,45,Think of my head on your chest,Tim McGraw,Taylor Swift
1,46,And my old faded blue jeans,Tim McGraw,Taylor Swift
1,47,When you think Tim McGraw,Tim McGraw,Taylor Swift
1,48,I hope you think of me,Tim McGraw,Taylor Swift
1,49,"Oh, think of me",Tim McGraw,Taylor Swift
1,50,Mmmm,Tim McGraw,Taylor Swift
1,51,He said the way my blue eyes shine,Tim McGraw,Taylor Swift
1,52,Put those Georgia stars to shame that night,Tim McGraw,Taylor Swift
1,53,"I said, ""That's a lie""",Tim McGraw,Taylor Swift
4,1,"I don't know what I want, so don't ask me",A Place In This World,Taylor Swift
4,2,Cause I'm still trying to figure it out,A Place In This World,Taylor Swift
4,3,"Don't know what's down this road, I'm just walking",A Place In This World,Taylor Swift
4,4,Trying to see through the rain coming down,A Place In This World,Taylor Swift
4,5,Even though I'm not the only one,A Place In This World,Taylor Swift
4,6,Who feels the way I do,A Place In This World,Taylor Swift
4,7,"I'm alone, on my own, and that's all I know",A Place In This World,Taylor Swift
4,8,"I'll be strong, I'll be wrong, oh but life goes on",A Place In This World,Taylor Swift
4,9,"Oh, I'm just a girl, trying to find a place in this world",A Place In This World,Taylor Swift
4,10,"Got the radio on, my old blue jeans",A Place In This World,Taylor Swift
4,11,And I'm wearing my heart on my sleeve,A Place In This World,Taylor Swift
4,12,"Feeling lucky today, got the sunshine",A Place In This World,Taylor Swift
4,13,Could you tell me what more do I need,A Place In This World,Taylor Swift
4,14,"And tomorrow's just a mystery, oh yeah",A Place In This World,Taylor Swift
4,15,But that's OK,A Place In This World,Taylor Swift
4,16,"I'm alone, on my own, and that's all I know",A Place In This World,Taylor Swift
4,17,"I'll be strong, I'll be wrong, oh but life goes on",A Place In This World,Taylor Swift
4,18,"Oh, I'm just a girl, trying to find a place in this world",A Place In This World,Taylor Swift
4,19,Maybe I'm just a girl on a mission,A Place In This World,Taylor Swift
4,20,But I'm ready to fly,A Place In This World,Taylor Swift
4,21,"I'm alone, on my own, and that's all I know",A Place In This World,Taylor Swift
4,22,"I'll be strong, I'll be wrong, oh but life goes on",A Place In This World,Taylor Swift
4,23,"Oh I'm alone, on my own, and that's all I know",A Place In This World,Taylor Swift
4,24,"Oh I'm just a girl, trying to find a place in this world",A Place In This World,Taylor Swift
4,25,Oh I'm just a girl,A Place In This World,Taylor Swift
4,26,"Oh I'm just a girl, oh, oh",A Place In This World,Taylor Swift
4,27,Oh I'm just a girl,A Place In This World,Taylor Swift
5,1,You have a way of coming easily to me,Cold as You,Taylor Swift
5,2,"And when you take, you take the very best of me",Cold as You,Taylor Swift
5,3,So I start a fight cause I need to feel something,Cold as You,Taylor Swift
5,4,And you do what you want 'cause I'm not what you wanted,Cold as You,Taylor Swift
5,5,"Oh, what a shame, what a rainy ending given to a perfect day",Cold as You,Taylor Swift
5,6,"Just walk away, no use defending words that you will never say",Cold as You,Taylor Swift
5,7,And now that I'm sitting here thinking it through,Cold as You,Taylor Swift
5,8,I've never been anywhere cold as you,Cold as You,Taylor Swift
5,9,You put up walls and paint them all a shade of gray,Cold as You,Taylor Swift
5,10,And I stood there loving you and wished them all away,Cold as You,Taylor Swift
5,11,And you come away with a great little story,Cold as You,Taylor Swift
5,12,Of a mess of a dreamer with the nerve to adore you,Cold as You,Taylor Swift
5,13,"Oh, what a shame, what a rainy ending given to a perfect day",Cold as You,Taylor Swift
5,14,"Just walk away, no use defending words that you will never say",Cold as You,Taylor Swift
5,15,And now that I'm sitting here thinking it through,Cold as You,Taylor Swift
5,16,I've never been anywhere cold as you,Cold as You,Taylor Swift
5,17,"You never did give a damn thing, honey, but I cried, cried for you",Cold as You,Taylor Swift
5,18,"And I know you wouldn't have told nobody if I died, died for you",Cold as You,Taylor Swift
5,19,(Died for you),Cold as You,Taylor Swift
5,20,"Oh, what a shame, what a rainy ending given to a perfect day",Cold as You,Taylor Swift
5,21,Every smile you fake is so condescending,Cold as You,Taylor Swift
5,22,Counting all the scars you made,Cold as You,Taylor Swift
5,23,And now that I'm sitting here thinking it through,Cold as You,Taylor Swift
5,24,I've never been anywhere cold as you,Cold as You,Taylor Swift
6,1,I didn't know what I would find,The Outside,Taylor Swift
6,2,"When I went looking for a reason, I know",The Outside,Taylor Swift
6,3,I didn't read between the lines,The Outside,Taylor Swift
6,4,"And, baby, I've got nowhere to go",The Outside,Taylor Swift
6,5,I tried to take the road less traveled by,The Outside,Taylor Swift
6,6,But nothing seems to work the first few times,The Outside,Taylor Swift
6,7,Am I right?,The Outside,Taylor Swift
6,8,So how can I ever try to be better?,The Outside,Taylor Swift
6,9,Nobody ever lets me in,The Outside,Taylor Swift
6,10,"I can still see you, this ain't the best view",The Outside,Taylor Swift
6,11,On the outside looking in,The Outside,Taylor Swift
6,12,I've been a lot of lonely places,The Outside,Taylor Swift
6,13,I've never been on the outside,The Outside,Taylor Swift
6,14,"You saw me there, but never knew",The Outside,Taylor Swift
6,15,I would give it all up to be,The Outside,Taylor Swift
6,16,"A part of this, a part of you",The Outside,Taylor Swift
6,17,And now it's all too late so you see,The Outside,Taylor Swift
6,18,You could've helped if you had wanted to,The Outside,Taylor Swift
6,19,But no one notices until it's too,The Outside,Taylor Swift
6,20,Late to do anything,The Outside,Taylor Swift
6,21,So how can I ever try to be better?,The Outside,Taylor Swift
6,22,Nobody ever lets me in,The Outside,Taylor Swift
6,23,"I can still see you, this ain't the best view",The Outside,Taylor Swift
6,24,On the outside looking in,The Outside,Taylor Swift
6,25,I've been a lot of lonely places,The Outside,Taylor Swift
6,26,I've never been on the outside,The Outside,Taylor Swift
6,27,Oh yeah,The Outside,Taylor Swift
6,28,So how can I ever try to be better?,The Outside,Taylor Swift
6,29,Nobody ever lets me in,The Outside,Taylor Swift
6,30,"I can still see you, this ain't the best view",The Outside,Taylor Swift
6,31,On the outside looking in,The Outside,Taylor Swift
6,32,I've been a lot of lonely places,The Outside,Taylor Swift
6,33,I've never been on the outside,The Outside,Taylor Swift
6,34,Oh-oh,The Outside,Taylor Swift
6,35,"Oh, oh-oh",The Outside,Taylor Swift
6,36,Oh-oh,The Outside,Taylor Swift
6,37,Oh-oh,The Outside,Taylor Swift
7,1,Seems the only one who doesn't see your beauty,Tied Together with a Smile,Taylor Swift
7,2,Is the face in the mirror looking back at you,Tied Together with a Smile,Taylor Swift
7,3,You walk around here thinking you're not pretty,Tied Together with a Smile,Taylor Swift
7,4,"But that's not true, 'cause I know you",Tied Together with a Smile,Taylor Swift
7,5,Hold on,Tied Together with a Smile,Taylor Swift
7,6,"Baby, you're losing it",Tied Together with a Smile,Taylor Swift
7,7,The water's high,Tied Together with a Smile,Taylor Swift
7,8,You're jumping into it,Tied Together with a Smile,Taylor Swift
7,9,And letting go,Tied Together with a Smile,Taylor Swift
7,10,And no one knows,Tied Together with a Smile,Taylor Swift
7,11,That you cry,Tied Together with a Smile,Taylor Swift
7,12,But you don't tell anyone,Tied Together with a Smile,Taylor Swift
7,13,That you might,Tied Together with a Smile,Taylor Swift
7,14,Not be the golden one,Tied Together with a Smile,Taylor Swift
7,15,And you're tied together with a smile,Tied Together with a Smile,Taylor Swift
7,16,But you're coming undone,Tied Together with a Smile,Taylor Swift
7,17,I guess it's true that love was all you wanted,Tied Together with a Smile,Taylor Swift
7,18,'Cause you're giving it away like it's extra change,Tied Together with a Smile,Taylor Swift
7,19,Hoping it will end up in his pocket,Tied Together with a Smile,Taylor Swift
7,20,But he leaves you out like a penny in the rain,Tied Together with a Smile,Taylor Swift
7,21,"Oh, 'cause it's not his price to pay",Tied Together with a Smile,Taylor Swift
7,22,It's not his price to pay,Tied Together with a Smile,Taylor Swift
7,23,Hold on,Tied Together with a Smile,Taylor Swift
7,24,"Baby, you're losing it",Tied Together with a Smile,Taylor Swift
7,25,The water's high,Tied Together with a Smile,Taylor Swift
7,26,You're jumping into it,Tied Together with a Smile,Taylor Swift
7,27,And letting go,Tied Together with a Smile,Taylor Swift
7,28,And no one knows,Tied Together with a Smile,Taylor Swift
7,29,That you cry,Tied Together with a Smile,Taylor Swift
7,30,But you don't tell anyone,Tied Together with a Smile,Taylor Swift
7,31,That you might,Tied Together with a Smile,Taylor Swift
7,32,Not be the golden one,Tied Together with a Smile,Taylor Swift
7,33,And you're tied together with a smile,Tied Together with a Smile,Taylor Swift
7,34,But you're coming undone,Tied Together with a Smile,Taylor Swift
7,35,Hold on,Tied Together with a Smile,Taylor Swift
7,36,"Baby, you're losing it",Tied Together with a Smile,Taylor Swift
7,37,The water's high,Tied Together with a Smile,Taylor Swift
7,38,You're jumping into it,Tied Together with a Smile,Taylor Swift
7,39,And letting go,Tied Together with a Smile,Taylor Swift
7,40,And no one knows,Tied Together with a Smile,Taylor Swift
7,41,That you cry,Tied Together with a Smile,Taylor Swift
7,42,But you don't tell anyone,Tied Together with a Smile,Taylor Swift
7,43,That you might,Tied Together with a Smile,Taylor Swift
7,44,Not be the golden one,Tied Together with a Smile,Taylor Swift
7,45,And you're tied together with a smile,Tied Together with a Smile,Taylor Swift
7,46,But you're coming undone,Tied Together with a Smile,Taylor Swift
7,47,You're tied together with a smile,Tied Together with a Smile,Taylor Swift
7,48,But you're coming undone oh,Tied Together with a Smile,Taylor Swift
7,49,"Goodbye, baby",Tied Together with a Smile,Taylor Swift
7,50,"With a smile, baby, baby",Tied Together with a Smile,Taylor Swift
9,1,It's strange to think the songs we used to sing,Should've Said No,Taylor Swift
9,2,"The smiles, the flowers, everything is gone",Should've Said No,Taylor Swift
9,3,Yesterday I found out about you,Should've Said No,Taylor Swift
9,4,Even now just looking at you: feels wrong,Should've Said No,Taylor Swift
9,5,"You say that you'd take it all back, given one chance",Should've Said No,Taylor Swift
9,6,"It was a moment of weakness and you said, ""Yes""",Should've Said No,Taylor Swift
9,7,"You should've said, ""No""",Should've Said No,Taylor Swift
9,8,You should've gone home,Should've Said No,Taylor Swift
9,9,You should've thought twice 'fore you let it all go,Should've Said No,Taylor Swift
9,10,"You should've known that word, 'bout what you did with her'd",Should've Said No,Taylor Swift
9,11,Get back to me (Get back to me),Should've Said No,Taylor Swift
9,12,"And I should've been there, in the back of your mind",Should've Said No,Taylor Swift
9,13,"I shouldn't be asking myself, ""Why?""",Should've Said No,Taylor Swift
9,14,You shouldn't be begging for forgiveness at my feet,Should've Said No,Taylor Swift
9,15,"You should've said no, baby, and you might still have me",Should've Said No,Taylor Swift
9,16,You can see that I've been crying,Should've Said No,Taylor Swift
9,17,"Baby, you know all the right things to say",Should've Said No,Taylor Swift
9,18,But do you honestly expect me to believe,Should've Said No,Taylor Swift
9,19,We could ever be the same?,Should've Said No,Taylor Swift
9,20,"You say that the past is the past, you need one chance",Should've Said No,Taylor Swift
9,21,"It was a moment of weakness and you said, ""Yes""",Should've Said No,Taylor Swift
9,22,"You should've said, ""No""",Should've Said No,Taylor Swift
9,23,You should've gone home,Should've Said No,Taylor Swift
9,24,You should've thought twice 'fore you let it all go,Should've Said No,Taylor Swift
9,25,"You should've known that word, 'bout what you did with her'd",Should've Said No,Taylor Swift
9,26,Get back to me (Get back to me),Should've Said No,Taylor Swift
9,27,"And I should've been there, in the back of your mind",Should've Said No,Taylor Swift
9,28,"I shouldn't be asking myself, ""Why?""",Should've Said No,Taylor Swift
9,29,You shouldn't be begging for forgiveness at my feet,Should've Said No,Taylor Swift
9,30,"You should've said no, baby, and you might still have me",Should've Said No,Taylor Swift
9,31,I can't resist,Should've Said No,Taylor Swift
9,32,Before you go tell me this,Should've Said No,Taylor Swift
9,33,Was it worth it?,Should've Said No,Taylor Swift
9,34,Was she worth this?,Should've Said No,Taylor Swift
9,35,"No no, no, no",Should've Said No,Taylor Swift
9,36,"You should've said, ""No""",Should've Said No,Taylor Swift
9,37,You should've gone home,Should've Said No,Taylor Swift
9,38,You should've thought twice 'fore you let it all go,Should've Said No,Taylor Swift
9,39,"You should've known that word, 'bout what you did with her'd",Should've Said No,Taylor Swift
9,40,Get back to me (Get back to me),Should've Said No,Taylor Swift
9,41,"And I should've been there, in the back of your mind",Should've Said No,Taylor Swift
9,42,"I shouldn't be asking myself, ""Why?""",Should've Said No,Taylor Swift
9,43,You shouldn't be begging for forgiveness at my feet,Should've Said No,Taylor Swift
9,44,"You should've said no, baby, and you might still have me",Should've Said No,Taylor Swift
10,1,"She said, I was seven and you were nine",Mary's Song (Oh My My My),Taylor Swift
10,2,I looked at you like the stars that shined,Mary's Song (Oh My My My),Taylor Swift
10,3,"In the sky, the pretty lights",Mary's Song (Oh My My My),Taylor Swift
10,4,And our daddies used to joke about the two of us,Mary's Song (Oh My My My),Taylor Swift
10,5,Growing up and falling in love and our mamas smiled,Mary's Song (Oh My My My),Taylor Swift
10,6,"And rolled their eyes and said, ""Oh my my my""",Mary's Song (Oh My My My),Taylor Swift
10,7,Take me back to the house in the backyard tree,Mary's Song (Oh My My My),Taylor Swift
10,8,"Said you'd beat me up, you were bigger than me",Mary's Song (Oh My My My),Taylor Swift
10,9,"You never did, you never did",Mary's Song (Oh My My My),Taylor Swift
10,10,Take me back when our world was one block wide,Mary's Song (Oh My My My),Taylor Swift
10,11,I dared you to kiss me and ran when you tried,Mary's Song (Oh My My My),Taylor Swift
10,12,"Just two kids, you and I",Mary's Song (Oh My My My),Taylor Swift
10,13,Oh my my my my,Mary's Song (Oh My My My),Taylor Swift
10,14,"Well, I was sixteen when suddenly",Mary's Song (Oh My My My),Taylor Swift
10,15,I wasn't that little girl you used to see,Mary's Song (Oh My My My),Taylor Swift
10,16,But your eyes still shined like pretty lights,Mary's Song (Oh My My My),Taylor Swift
10,17,And our daddies used to joke about the two of us,Mary's Song (Oh My My My),Taylor Swift
10,18,They never believed we'd really fall in love,Mary's Song (Oh My My My),Taylor Swift
10,19,And our mamas smiled and rolled their eyes,Mary's Song (Oh My My My),Taylor Swift
10,20,"And said, ""Oh my my my""",Mary's Song (Oh My My My),Taylor Swift
10,21,Take me back to the creek beds we turned up,Mary's Song (Oh My My My),Taylor Swift
10,22,"Two A.M. riding in your truck, and all I need is you next to me",Mary's Song (Oh My My My),Taylor Swift
10,23,Take me back to the time we had our very first fight,Mary's Song (Oh My My My),Taylor Swift
10,24,The slamming of doors instead of kissing goodnight,Mary's Song (Oh My My My),Taylor Swift
10,25,You stayed outside till the morning light,Mary's Song (Oh My My My),Taylor Swift
10,26,Oh my my my my,Mary's Song (Oh My My My),Taylor Swift
10,27,A few years had gone and come around,Mary's Song (Oh My My My),Taylor Swift
10,28,We were sitting at our favorite spot in town,Mary's Song (Oh My My My),Taylor Swift
10,29,"And you looked at me, got down on one knee",Mary's Song (Oh My My My),Taylor Swift
10,30,Take me back to the time when we walked down the aisle,Mary's Song (Oh My My My),Taylor Swift
10,31,Our whole town came and our mamas cried,Mary's Song (Oh My My My),Taylor Swift
10,32,"You said ""I do"" and I did too",Mary's Song (Oh My My My),Taylor Swift
10,33,Take me home where we met so many years before,Mary's Song (Oh My My My),Taylor Swift
10,34,We'll rock our babies on that very front porch,Mary's Song (Oh My My My),Taylor Swift
10,35,"After all this time, you and I",Mary's Song (Oh My My My),Taylor Swift
10,36,I'll be eighty-seven; you'll be eighty-nine,Mary's Song (Oh My My My),Taylor Swift
10,37,I'll still look at you like the stars that shine,Mary's Song (Oh My My My),Taylor Swift
10,38,"In the sky, oh my my my",Mary's Song (Oh My My My),Taylor Swift
11,1,I was riding shotgun with my hair undone,Our Song,Taylor Swift
11,2,In the front seat of his car,Our Song,Taylor Swift
11,3,He's got a one-hand feel on the steering wheel,Our Song,Taylor Swift
11,4,The other on my heart,Our Song,Taylor Swift
11,5,"I look around, turn the radio down",Our Song,Taylor Swift
11,6,"He says, ""Baby, is something wrong?""",Our Song,Taylor Swift
11,7,"I say, ""Nothing, I was just thinking",Our Song,Taylor Swift
11,8,"How we don't have a song""",Our Song,Taylor Swift
11,9,And he says,Our Song,Taylor Swift
11,10,Our song is the slamming screen door,Our Song,Taylor Swift
11,11,"Sneakin' out late, tapping on your window",Our Song,Taylor Swift
11,12,When we're on the phone and you talk real slow,Our Song,Taylor Swift
11,13,'Cause it's late and your mama don't know,Our Song,Taylor Swift
11,14,Our song is the way you laugh,Our Song,Taylor Swift
11,15,"The first date: ""Man, I didn't kiss her, and I should have""",Our Song,Taylor Swift
11,16,And when I got home 'fore I said amen,Our Song,Taylor Swift
11,17,Asking God if he could play it again,Our Song,Taylor Swift
11,18,I was walking up the front porch steps,Our Song,Taylor Swift
11,19,After everything that day,Our Song,Taylor Swift
11,20,Had gone all wrong and been trampled on,Our Song,Taylor Swift
11,21,And lost and thrown away,Our Song,Taylor Swift
11,22,"Got to the hallway, well on my way",Our Song,Taylor Swift
11,23,To my lovin' bed,Our Song,Taylor Swift
11,24,I almost didn't notice all the roses,Our Song,Taylor Swift
11,25,And the note that said,Our Song,Taylor Swift
11,26,Our song is the slamming screen door,Our Song,Taylor Swift
11,27,"Sneakin' out late, tapping on your window",Our Song,Taylor Swift
11,28,When we're on the phone and you talk real slow,Our Song,Taylor Swift
11,29,'Cause it's late and your mama don't know,Our Song,Taylor Swift
11,30,Our song is the way you laugh,Our Song,Taylor Swift
11,31,"The first date: ""Man, I didn't kiss her, and I should have""",Our Song,Taylor Swift
11,32,And when I got home 'fore I said amen,Our Song,Taylor Swift
11,33,Asking God if he could play it again,Our Song,Taylor Swift
11,34,"I've heard every album, listened to the radio",Our Song,Taylor Swift
11,35,Waited for something to come along,Our Song,Taylor Swift
11,36,That was as good as our song,Our Song,Taylor Swift
11,37,'Cause our song is the slamming screen door,Our Song,Taylor Swift
11,38,"Sneakin' out late, tapping on his window",Our Song,Taylor Swift
11,39,When we're on the phone and he talks real slow,Our Song,Taylor Swift
11,40,'Cause it's late and his mama don't know,Our Song,Taylor Swift
11,41,Our song is the way he laughs,Our Song,Taylor Swift
11,42,"The first date: ""Man, I didn't kiss him, and I should have""",Our Song,Taylor Swift
11,43,And when I got home 'fore I said amen,Our Song,Taylor Swift
11,44,Asking God if he could play it again,Our Song,Taylor Swift
11,45,Play it again,Our Song,Taylor Swift
11,46,I was riding shotgun with my hair undone,Our Song,Taylor Swift
11,47,In the front seat of his car,Our Song,Taylor Swift
11,48,I grabbed a pen and an old napkin,Our Song,Taylor Swift
11,49,And I wrote down our song,Our Song,Taylor Swift
14,1,Why would you wanna break a perfectly good heart?,A Perfectly Good Heart,Taylor Swift
14,2,"Why would you wanna take our love and tear it all apart, now?",A Perfectly Good Heart,Taylor Swift
14,3,Why would you wanna make the very first scar?,A Perfectly Good Heart,Taylor Swift
14,4,Why would you wanna break a perfectly good heart?,A Perfectly Good Heart,Taylor Swift
14,5,Maybe I should've seen the signs,A Perfectly Good Heart,Taylor Swift
14,6,Should've read the writing on the wall,A Perfectly Good Heart,Taylor Swift
14,7,And realized by the distance in your eyes that I would be the one to fall,A Perfectly Good Heart,Taylor Swift
14,8,"No matter what you say, I still can't believe",A Perfectly Good Heart,Taylor Swift
14,9,That you would walk away,A Perfectly Good Heart,Taylor Swift
14,10,"It don't make sense to me, but",A Perfectly Good Heart,Taylor Swift
14,11,Why would you wanna break a perfectly good heart?,A Perfectly Good Heart,Taylor Swift
14,12,"Why would you wanna take our love and tear it all apart, now?",A Perfectly Good Heart,Taylor Swift
14,13,Why would you wanna make the very first scar?,A Perfectly Good Heart,Taylor Swift
14,14,Why would you wanna break a perfectly good heart?,A Perfectly Good Heart,Taylor Swift
14,15,It's not unbroken anymore,A Perfectly Good Heart,Taylor Swift
14,16,How do I get it back the way it was before?,A Perfectly Good Heart,Taylor Swift
14,17,Why would you wanna break a perfectly good heart?,A Perfectly Good Heart,Taylor Swift
14,18,"Why would you wanna take our love and tear it all apart, now?",A Perfectly Good Heart,Taylor Swift
14,19,Why would you wanna make the very first scar?,A Perfectly Good Heart,Taylor Swift
14,20,Why would you wanna break? Why would you wanna break it?,A Perfectly Good Heart,Taylor Swift
14,21,Why would you wanna break a perfectly good heart?,A Perfectly Good Heart,Taylor Swift
14,22,"Why would you wanna take our love and tear it all apart, now?",A Perfectly Good Heart,Taylor Swift
14,23,Why would you wanna make the very first scar?,A Perfectly Good Heart,Taylor Swift
14,24,Why would you wanna break a perfectly good heart?,A Perfectly Good Heart,Taylor Swift
2,NA,NA,Picture to Burn,Taylor Swift
3,NA,NA,Teardrops on My Guitar,Taylor Swift
8,NA,NA,Stay Beautiful,Taylor Swift
12,NA,NA,I’m Only Me When I’m with You,Taylor Swift
13,NA,NA,Invisible,Taylor Swift
2,1,You take a deep breath and you walk through the doors,Fifteen,Fearless
2,2,It's the mornin' of your very first day,Fifteen,Fearless
2,3,You say hi to your friends you ain't seen in a while,Fifteen,Fearless
2,4,Try and stay out of everybody's way,Fifteen,Fearless
2,5,It's your freshman year and you're gonna be here,Fifteen,Fearless
2,6,For the next four years in this town,Fifteen,Fearless
2,7,Hopin' one of those senior boys will wink at you and say,Fifteen,Fearless
2,8,"""You know, I haven't seen you around before""",Fifteen,Fearless
2,9,'Cause when you're fifteen and somebody tells you they love you,Fifteen,Fearless
2,10,You're gonna believe them,Fifteen,Fearless
2,11,"And when you're fifteen, feelin' like there's nothin' to figure out",Fifteen,Fearless
2,12,"Well, count to ten, take it in",Fifteen,Fearless
2,13,This is life before you know who you're gonna be,Fifteen,Fearless
2,14,Fifteen,Fifteen,Fearless
2,15,You sit in class next to a redhead named Abigail,Fifteen,Fearless
2,16,"And soon enough, you're best friends",Fifteen,Fearless
2,17,Laughin' at the other girls who think they're so cool,Fifteen,Fearless
2,18,We'll be outta here as soon as we can,Fifteen,Fearless
2,19,And then you're on your very first date and he's got a car,Fifteen,Fearless
2,20,And you're feelin' like flyin',Fifteen,Fearless
2,21,And your mama's waitin' up and you're thinkin' he's the one,Fifteen,Fearless
2,22,And you're dancin' 'round your room when the night ends,Fifteen,Fearless
2,23,When the night ends,Fifteen,Fearless
2,24,'Cause when you're fifteen and somebody tells you they love you,Fifteen,Fearless
2,25,You're gonna believe them,Fifteen,Fearless
2,26,And when you're fifteen and your first kiss,Fifteen,Fearless
2,27,Makes your head spin 'round,Fifteen,Fearless
2,28,But in your life you'll do things greater than,Fifteen,Fearless
2,29,Dating the boy on the football team,Fifteen,Fearless
2,30,But I didn't know it at fifteen,Fifteen,Fearless
2,31,When all you wanted was to be wanted,Fifteen,Fearless
2,32,Wish you could go back and tell yourself what you know now,Fifteen,Fearless
2,33,"Back then, I swore I was gonna marry him someday",Fifteen,Fearless
2,34,But I realized some bigger dreams of mine,Fifteen,Fearless
2,35,And Abigail gave everything she had,Fifteen,Fearless
2,36,To a boy who changed his mind,Fifteen,Fearless
2,37,And we both cried,Fifteen,Fearless
2,38,'Cause when you're fifteen and somebody tells you they love you,Fifteen,Fearless
2,39,You're gonna believe them,Fifteen,Fearless
2,40,"And when you're fifteen, don't forget to look before you fall",Fifteen,Fearless
2,41,I've found time can heal most anything,Fifteen,Fearless
2,42,And you just might find who you're supposed to be,Fifteen,Fearless
2,43,I didn't know who I was supposed to be,Fifteen,Fearless
2,44,At fifteen,Fifteen,Fearless
2,45,"La-la-la, la-la-la, la-la-la-la",Fifteen,Fearless
2,46,"La-la-la, la-la-la, la-la-la-la",Fifteen,Fearless
2,47,"La-la-la, la-la-la",Fifteen,Fearless
2,48,Your very first day,Fifteen,Fearless
2,49,"Take a deep breath, girl",Fifteen,Fearless
2,50,Take a deep breath as you walk through the doors,Fifteen,Fearless
5,1,"Say you're sorry, that face of an angel",White Horse,Fearless
5,2,Comes out just when you need it to,White Horse,Fearless
5,3,As I paced back and forth all this time,White Horse,Fearless
5,4,'Cause I honestly believed in you,White Horse,Fearless
5,5,"Holdin' on, the days drag on",White Horse,Fearless
5,6,"Stupid girl, I shoulda known, I shoulda known",White Horse,Fearless
5,7,"That I'm not a princess, this ain't a fairytale",White Horse,Fearless
5,8,"I'm not the one you'll sweep off her feet, lead her up the stairwell",White Horse,Fearless
5,9,"This ain't Hollywood, this is a small town",White Horse,Fearless
5,10,I was a dreamer before you went and let me down,White Horse,Fearless
5,11,Now it's too late for you and your white horse,White Horse,Fearless
5,12,To come around,White Horse,Fearless
5,13,"Maybe I was naive, got lost in your eyes",White Horse,Fearless
5,14,And never really had a chance,White Horse,Fearless
5,15,"My mistake, I didn't know to be in love",White Horse,Fearless
5,16,You had to fight to have the upper hand,White Horse,Fearless
5,17,I had so many dreams about you and me,White Horse,Fearless
5,18,"Happy endings, now I know",White Horse,Fearless
5,19,"That I'm not a princess, this ain't a fairytale",White Horse,Fearless
5,20,"I'm not the one you'll sweep off her feet, lead her up the stairwell",White Horse,Fearless
5,21,"This ain't Hollywood, this is a small town",White Horse,Fearless
5,22,I was a dreamer before you went and let me down,White Horse,Fearless
5,23,Now it's too late for you and your white horse,White Horse,Fearless
5,24,To come around,White Horse,Fearless
5,25,And there you are on your knees,White Horse,Fearless
5,26,"Beggin' for forgiveness, beggin' for me",White Horse,Fearless
5,27,Just like I always wanted,White Horse,Fearless
5,28,But I'm so sorry,White Horse,Fearless
